text,intent
Quiero pagar deuda mas atrasada,KGB_QUIEROPAGAR
nesecito la boleta de servicio de internet hogar,KGB_COBROREPOSERVICIO
nesecito la boleta de internet hoga,KGB_VENCIMIENTOCUENTA
mi celular esta sin servicio,KGB_CELULARFALLANDO
cuantos minutos me quedan ahora en mi plan,DETALLE_PLAN_FIJO_MOVIL
Hola soy cliente y tengo 400 mg quise registrarme en mplay light desde mi tv box pero no me carga solo llego a bienvenido a movistar play y ahi quedo cargando,KGB_REGISTRARSV
Hola compre un equipo liberado y aun no llega,KGB_DESPACHO
como activo movistar play light en un tv box,KGB_ACTMOVPLAY
Registrar celular,KGB_CELUEXTRANJERO
hola buenas tardes necesito crear mi usuario para ver mi facturacion,KGB_DETALLERECARGASPREPAGO
Sabes me robaron el celular y tenia otro numero no este y tenia plan,KGB_COBROREPOSERVICIO
Hola buenas tardes Mi consulta tengo un chip nuevo y necesito activarlo En la tarjeta dice codigo de activacion Puk y Pin pero donde entro en el celu,KGB_ACTIVARPREPAGO
necesito conocer mi deuda,KGB_QUIEROPAGAR
numero de cliente,COPIA_BOLETA_FIJO_MOVIL
quiero mi ultima boleta al correo,KGB_CAMBIADATOSPERSONALESSV
Hola a mi hija le acaban de robar el celular y necesito bloquearlo que pasos debo seguir,KGB_COMPRAREQUIPOMOVICL
me bloquearon el celular por no pago,KGB_COBROREPOSERVICIO
Numero de Internet hogar,KGB_CONOCERNUMEROASOCSERV
hola buenas el dia sabado en la noche perdi mi celular y queria saber si existe la posibilidad de que me puedan proporcionar el buzon de mensajes para intentar encontrar mi celular,KGB_BLOQUEARCELIUPERDIROBO
Portabilidad con equipo a pie 0,KGB_COMPRAREQUIPOMOVICL
Comprar bolsas,KGB_COMPRAREQUIPOMOVICL
Necesito recuperar mi chip,KGB_RECUPERASV
Necesito suscribir netflix a mi boleta con el plan que me queda contratado y no me deja,KGB_NETFLIXBOLETA
Como saber el numero de telefono,KGB_CONOCERNUMEROASOCSERV
Numero prepago,CONSUMO_SALDO_PREPAGO
tengo un huawei de internet portatil,CONSUMO_DATOS_FIJO
yo voy a cancelar el servicio,DEUDA_FIJO_MOVIL
No tengo señal,KGB_RECUPERASV
Nesecito rebajar mi cuenta,DEUDA_FIJO_MOVIL
Buenas tardes tengo un inconveniente al crear una cuenta en la sucursal,KGB_REGISTRARSV
Quisera por favor si me pudieran extender el plazo de pago de mi cuenta hasta el dia viernes 29 del presente por motivos de fuerza mayor,KGB_PRORROGA
pague mi renta de movistar tv fueron 35 000 00 me lo debitaron de mi cuenta bancaria y en movistar no me aparece el pago pero me llego el mensaje que la recarga fue exitosa,KGB_DETALLERECARGASPREPAGO
Necesito solicitar plan movil,VENTAS_C2C
No tengo contraseña y necesito hacer un reclamo,KGB_RECUPERASV
Hola tengo un plan de TV mas Internet y el monto era de aproximadamente 40 mil pesos incluyendo el cdf,DETALLE_PLAN_FIJO_MOVIL
Se puede sacar un equipo a costo 0 con un plan ya contratado,KGB_SOLCAMBIPLAN
Necesito saber cuanto es lo que pagar por telefono y por plan,DEUDA_FIJO_MOVIL
Me gustaria saber por que me estan cobrando reposicion de servicio si no se me ha cortado el servicio,REINICIO_PLAN
Quisiera saber el estado de un requerimiento pendiente,KGB_DESPACHO
esta muy lento el internet,CONSUMO_DATOS_FIJO
Hola quisiera saber cuantas cuotas de mi plan me quedan por pagar,DEUDA_FIJO_MOVIL
problemas con el deco,KGB_MANUALES
Hola queria consultar si puedo hacer portabilidad,VENTAS_C2C
necesito comprobante de mi bloqueo de chip,KGB_BLOQUEARCELIUPERDIROBO
Hola contrate un plan movil y el chip se entregaria en mi domicilio hoy qeria saber qe pasa que aun no llega,KGB_DESPACHO
Dar de baja el cdf,KGB_DESCONTRATARCANALES
quiero pagar internet wifi hogar,KGB_QUIEROPAGAR
Saber porque subio mi cuenta,COPIA_BOLETA_FIJO_MOVIL
Hola soy wualter que puedo hacer si en vez de pagar la boleta recargue el saldo y quiero recuperar ese saldo para pagar la boleta,KGB_SALDOSOSAPPMOVI
necesito de manera urgente bloquear mi numero,KGB_BLOQUEOSELECTPLANESFIJO
Quiero ver mi boleta,KGB_VENCIMIENTOCUENTA
hola quisiera saber porque sino tengo deuda no tengo el servicio acrivo,REINICIO_PLAN
Quiero saber por q me sale mas plata a pagar q lo q se me ofrecio mensual mente,KGB_PRORROGA
ultima boleta,DEUDA_FIJO_MOVIL
Como actualizo mi plan de hogar,KGB_SOLCAMBIPLAN
Hola buenas Quisiera saber que ocurre con mis datos moviles Ya q desde q pague mi plan no cuento con este servicio y esto hace ya mas de una semana,REINICIO_PLAN
Como puedo dar de baja el cdf,KGB_DESCONTRATARCANALES
No me reponen el servicio,REINICIO_PLAN
Mi reconeccion de internet hogar aun no se rralizay,REINICIO_PLAN
Tengo problemas con la activacion de mi chip,KGB_ACTIVARPREPAGO
Hoy obtuve un router inalambrico y no puedo conectarme a internet,KGB_CONECTAWIFIBA
No funciona el chip,KGB_ACTIVARPREPAGO
Tencesito actuliasar datos,KGB_CAMBIADATOSPERSONALESSV
no tengo la app ni acceso a la sucursal,KGB_LUGARPAGOMOVI
Deseo recuperar mi usuario para ingresar a mi Movistar play,KGB_MODPASSMOVPLAY
No puedo ingresar a Movistar play por que olvide mi correo y clave,KGB_ACTMOVPLAY
Que requisitos me piden para hacer un cambio de equipo,KGB_RECAMBIOEQUIPOMIVIONE
Hola bnos dias Quiero consultar que posibilidad ay para una reposicion de equipo Gracias,KGB_RECAMBIOEQUIPOMIVIONE
Hola buenos dias bueno solo quisiera saber si podria yo optar por un cambio de movil ya que creo que llevo 1 año con su linea contratada y que equipos podria yo optar,KGB_COMPRAREQUIPOMOVICL
Mi equipo esta con un problema,KGB_RECAMBIOEQUIPOMIVIONE
Necesito una solicitud para ver el router de mi casa tiene la luz roja del mouse encendida,KGB_MARCARDENTRODECHILE
Necesito servicio tecnico para decodificador de cable No funciona,KGB_REVISARREPARACIONEQUIPO
Hace un momento solicite informacion ingrese mis datos y aparezco con este nombre HERNAN MARCICH LOPEZ que no es el mio que sucede gracias,KGB_CAMBIADATOSPERSONALESSV
necesito pagar cuenta,DEUDA_FIJO_MOVIL
Hola no tengo internet en casa no se q ha pasado,KGB_RECUPERASV
necesito portarme a movistar con equipo,KGB_COMPRAREQUIPOMOVICL
cuales son los cobros del telefono 228440873,KGB_TELEFONIAINALAMOVI
NO me deja ingresar a la sucursal virtual,KGB_CAMBIADATOSPERSONALESSV
Buenos dias quisiera ser una consulta yo el mes pasado pague atrasado y tengo contardo Netflix ayer me avisaron que se cortaria por el motivo que movistar no pago seentiende que fue por el atraso,KGB_NETFLIXBOLETA
Hola lo que pasa es que cambien de celular y puse mi chip,KGB_ACTIVARPREPAGO
como puedo saber mi numero de telefono,KGB_CONOCERNUMEROASOCSERV
necesito saber porque se callo la señal en chicureo colina,REINICIO_PLAN
No tengo servicio,KGB_RECUPERASV
hola ya termine de pagar mi plan con movistar one y supuestamente me cobrarian este mes solo plan y me acaba de llegar la boleta por el mismo monto de todos los meses,REINICIO_PLAN
hola me gustaria saber mi estado de compra,KGB_DESPACHO
Hola buenos dias soy cliente y quiero ver la posibilidad de cambiar mi equipo con el mismo plan,KGB_COMPRAREQUIPOMOVICL
Hola estot cotizando internet Hogar Donde veo la factibilidad para instalacion,KGB_FACTIBILIDAD
Hola necesito sabes si me van hacer el descuento en la boleta estuve una semana sin internet,KGB_PRORROGA
Buenos dias quisiera saber del estado de una compra de equipo que reluce el 20 de noviembre ya que tengo algunas dudas,KGB_DESPACHO
Mi nombre de sucursal virtual esta a nombre de otra perosna,KGB_CAMBIADATOSPERSONALESSV
Tengo problemas con el Internet es muy lento,KGB_SOLCAMBIPLAN
Sabes que tengo plan desde hace una semana y anoche de la nada se corto la señal,REINICIO_PLAN
Ayer hise una recarga de 2000 pesoa al numero 78126687,KGB_DETALLERECARGASPREPAGO
Hola necesito solicitar mi chip nuevo ya que me robaron mi celular,KGB_COMPRARCHIPMOVI
Necesito saber el estado de este numero de celular 968617932,KGB_DESPACHO
Hola tengo un problema con la app Mi Movistar me dice que mi numero esta asociado a otro titular,KGB_CAMBIARLINEA
cual es el numero de contacto,COPIA_BOLETA_FIJO_MOVIL
Quiero saber mi factibilidad,KGB_FACTIBILIDAD
Pero algo que pueda hacer para ver canales ya que la tarjeta caduco,KGB_CANALTV
DETALLE DE CLIENTE 33121088 FACTURA 64117190,DEUDA_FIJO_MOVIL
Por perdida de celular bloque el chip como puedo ddsbloquearlo,KGB_COMPRARCHIPMOVI
Hola tengo una duda con el programa Movistar one,KGB_MOVIONE
Algunos dispositivos no se pueden conectar a mi red wifi se coloca la contraseña y dice no se puede conectar a la red,KGB_CUANTOSEQUIPOSWIFI
Quisiera saber si puedo contratar movistar hogar,DEUDA_FIJO_MOVIL
hola buenas tardes actualmente yo tengo linea fija con movistar desde hace 8 meses aproximadamente no podre optar a adquirir un equipo con ustedes y con linea movil,KGB_COMPRAREQUIPOMOVICL
Hola me aparece que ya tengo usuario en movistar pero los datos no son mios,KGB_CAMBIADATOSPERSONALESSV
quiero eliminar un servicio para contratar otro,KGB_SOLCAMBIPLAN
Hola quiero saber hasta cuando se puede pagar la cuenta de cable antes de que sea cortada,KGB_COBROREPOSERVICIO
quiero saber donde puedo ver las compras por google play o ver el saldo que qeuda,CONSULTA_SOS
necesito la reposicion de un chip,KGB_COMPRARCHIPMOVI
en que parte de la pagina virtual puedo hacer la reposicion de mi chip,KGB_COMPRARCHIPMOVI
DAR DE BAJA A UN SERVICIO,VENTAS_C2C
Servicio de Internet con problemas,REINICIO_PLAN
deuda y plan numero 979813301,DEUDA_FIJO_MOVIL
contratar plan,KGB_SOLCAMBIPLAN
Buenas tardes donde puede recurrir para reportar equipo fijo dañado,KGB_RECAMBIOEQUIPOMIVIONE
reparacion telefonia fija,KGB_REVISARREPARACIONEQUIPO
Quiero saber si mi pago se registro porq estoy sin servicio,DEUDA_FIJO_MOVIL
Cuenta,COPIA_BOLETA_FIJO_MOVIL
Hola queria saber en que estado esta una orden de compra o bien cuanto demora en estar lista para retirar en sucursal,KGB_DESPACHO
Algun numero de reposicion del servicio Internet hogar,KGB_CICLOS
saldo a pagar de hogar,CONSUMO_DATOS_FIJO
Necesito repactar mi deuda,KGB_QUIEROPAGAR
Estoy esperando la instalacion de mis servicios,VENTAS_C2C
estoy esperando la instalacion de mis servicios,VENTAS_C2C
No funcionan los datos moviles en mi celular,REINICIO_PLAN
Hace mas o menos 2 meses contrate Internet hogar por no saber en que momento se pagaba lo cortaron hace unos dias ayer cancele la deuda y quisiera saber cuando vuelve el Internet a la casa,DEUDA_FIJO_MOVIL
mi celular 962051418 ha perdido mucha velocidad de navegacion me gustaria que respeten la velocidad pactada o tendre que hacer un reclamo en la superintendencia de telecomunicaciones,KGB_VELOCIDAD
como obtengo un chip con mi numero,KGB_COMPRARCHIPMOVI
quiero aumentar la velocidad de internet hogar,KGB_SOLCAMBIPLAN
hola necesito pagar una cuenta atrasada movistar hogar,DEUDA_FIJO_MOVIL
Hola buenas tardes quisiera saber el estado de mi equipo que esta en servicio twcnico,KGB_REVISARREPARACIONEQUIPO
Hola Quiero saber si mi servicio de internet esta disponible,DEUDA_FIJO_MOVIL
Cambiar modem,KGB_RECOUSOBAINALAM
Quisiera ver si puedo bajar mi plan,KGB_SOLCAMBIPLAN
como cerrar mi cuenta Movistar play,KGB_INGPASSPAREN
Cual es el numero para activar mi chip Movistar,KGB_CONOCERNUMEROASOCSERV
Hogar,KGB_COBROREPOSERVICIO
tengo registrado un celular antiguo en mi sucursal virtual puedo cambiarlo ahora que tengo otro numero con prepago,KGB_REGISTRARSV
quiero dar de baja cdf premiun,KGB_DESCONTRATARCANALES
Como bajo el cdf premium,KGB_CANALTV
Hola buenas noches mira tengo un problema no me carga el internet,REINICIO_PLAN
Hola buenas noches mi consulta es la siguiente resulta que mi telefono fue suspendido por que estoy atrasada pero quiero pedir un plazo de pago,KGB_SOLCAMBIPLAN
Deuda,KGB_BLOQUEOSELECTPLANESFIJO
No ne reconoce el chip que ago,KGB_COMPRARCHIPMOVI
Hola sin car no funciona,KGB_RECUPERASV
QUIERO CANCELAR MI CUENTA EMPRESA,KGB_QUIEROPAGAR
Como es esa promocion de Amazon Prime Video,KGB_PAGOAMAZON
Ya pedi una prorroga por aca por q no puedp ahora,CONSULTA_SOS
Quiero saber el estado de mi despacho,COPIA_BOLETA_FIJO_MOVIL
Hola me cambien de direccion y necesito trasladar el servicio,KGB_CAMBIARDOMICILIOSERVFIJO
Cual es mi deuda,KGB_VENCIMIENTOCUENTA
Hola por publicidad vi Movistar one contratando plan y dando pie por un celular pero pedi que me llamaran y eso no es efectivo,KGB_MOVIL
Hola necesito pagar mi cuenta de internet y cable pero me pide un numero de telefono y no tengo telefono fijo,KGB_CONOCERNUMEROASOCSERV
Hola tengo un problema con mi celular No tengo conexion y no tengo deuda de faturas Mi telefono cel es el 989034057,KGB_CELULARFALLANDO
Hola tengo un problema con mi celular No tengo conexion y no tengo deuda de faturas Mi telefono cel es el 989034057,KGB_CELULARFALLANDO
Hola Primera consulta acabo de pagar la factura del servicio movil empresa En cuanto tiempo se resstablece el servicio,REINICIO_PLAN
Hola quiero ver mi boleta,DEUDA_FIJO_MOVIL
Necesito validar cuando se reestablece el servicio movil postpago,KGB_CICLOS
si necesito un equipo movil un celular soy clienta antigua de movistar hogar se puede pagar en la boleta ese producto,KGB_COMPRAREQUIPOMOVICL
Estoy sin internet en mi casa,CONSUMO_DATOS_FIJO
Hola me llego una boleta por mas de 10000 mil pesos pero supuestamente tenia que pagar 8000 y tantos y nose porque e sslio mas,COPIA_BOLETA_FIJO_MOVIL
Me estan cobrando una cuenta que no corresponde,DEUDA_FIJO_MOVIL
quiero saber el estado de mi cuenta,COPIA_BOLETA_FIJO_MOVIL
Como puedo activar mi chip Movistar,KGB_COMPRARCHIPMOVI
Esta mañana me enviaron una boleta por una deuda de 39900 a mi me bloqueo el numero movistar a principios del mes de noviembre por no pagar una deuda atrasada del mes de octubre,COPIA_BOLETA_FIJO_MOVIL
Cuando llegara ni movil,KGB_DESPACHO
compra de equipo por la pagina web,KGB_DESPACHO
El plan es de 25990 y me cobran casi 28,KGB_COBROREPOSERVICIO
hay una oferta web de el iPhone x de 64 gb a 440 000 pero sale que no hay stock web me podrias decir si hay en alguna sucursal,KGB_COMPRAREQUIPOMOVICL
Compre un equipo liberado,KGB_DESPACHO
EQUIPO LIBERADO,KGB_COMPRAREQUIPOMOVICL
Repactar cuenta vencida,KGB_COBROREPOSERVICIO
Como saco comprobante de pago,COPIA_BOLETA_FIJO_MOVIL
Hola quiero contratar plan y adquirir equipo,KGB_COMPRAREQUIPOMOVICL
compre mi telefono hace dos dias y aun no me llega cuando se comprara,KGB_DESPACHO
Hola necesito boletas deuda y consumo asociados a mi rut y numero,COPIA_BOLETA_FIJO_MOVIL
No puedo conectarme ni llamar,REINICIO_PLAN
Necesito orientacion para elegir plan movil,VENTAS_C2C
Tarifas de Prepago en minutos para hablar,KGB_CAMBIARTARIFACELUPREPAGO
necesito saber sobre el envio de mi equipo liberado,KGB_DESPACHO
No tengo servicio,KGB_RECUPERASV
Mi ultima boleta,KGB_PRORROGA
Mira se me cancelo el servicio,REINICIO_PLAN
No tengo servicio,KGB_RECUPERASV
hola tengo un problema compre un chip prepago y se me quebro compre uno nuevo y al cargarlo me equivoque cargue bel numero anterior que puedo hacer en este caso,KGB_COMPRARCHIPMOVI
Buenas tardes estoy pensando en cambiarme compañia de internet y cable pero Antes necesito saber si en mi sector existe Fibra o no,VENTAS_C2C
Le explico mi esposa fue a movistar y no la quisieron atender porq tenia k or yo el plan esta a mi nombre pero yo no piedo ir por trabajo le pidoeron k tenia k llevar una clave,KGB_RECUPERASV
que planes de internet Tienen,KGB_FUNCWIFIMOVIL
consumo de datos,CONSUMO_DATOS_FIJO
Hola Quiero k me mandes mi ultima boleta,KGB_LUGARPAGOMOVI
El pago,KGB_CICLOS
movistar play,KGB_RECAMBIOEQUIPOMIVIONE
Nesesito saver sobre un chip que lleguara a mi domicilio,KGB_DESPACHO
bloquearon mi telefono,KGB_LIBREQUIPO
bloquearon mi telefono,KGB_BLOQUEARCELIUPERDIROBO
oye como lo puedo hacer para bloquear un chip,KGB_COMPRARCHIPMOVI
necesito cambiarme al plan M lo utilizamos muy poco y pago mas de la cuenta,KGB_SOLCAMBIPLAN
El control,KGB_CAMBIARCANAL
Necesito el codigo de televisor aoc para configurar,KGB_CONFCONTROLIPTV
Necesito que saber mi contraseña de WiFi,KGB_RECUPERASV
Necesito broquear chip,KGB_BLOQUEARCELIUPERDIROBO
Hola quisiera saber cuando llegara el tecnico que venia en horario de 11 00 14 00 y aun no llega,KGB_DESPACHO
Desconozco mi numero de 9 digitos y no tengo sucursal virtual,KGB_CONOCERNUMEROASOCSERV
tengo dudas con respecto al monto de mi boleta,DEUDA_FIJO_MOVIL
ver el detalle de lo que me estan cobrando para pagar,COPIA_BOLETA_FIJO_MOVIL
Bloque de equipo,KGB_BLOQUEARCELIUPERDIROBO
Necesito dar de baja canal,KGB_DESCONTRATARCANALES
bloqueo de celular,KGB_BLOQUEOSELECTPLANESFIJO
porque no tengo señal de televosion,DEUDA_FIJO_MOVIL
Necesito comunicarme con un ejecutivo Ahora,KGB_LIBREQUIPO
Necesito comunicarme con un ejecutivo Ahora,KGB_LIBREQUIPO
Quiero dar de baja el servicio Movistar play,KGB_MODPASSMOVPLAY
Quiero cambiar de numero pero seguir con mi mismo plan como puedo hacerlo,KGB_CAMBIONUMTELEFONO
Me gustaria saber si puedo activar los datos moviles del celular sin tener el celular cerca,KGB_BLOQUEARCELIUPERDIROBO
quiero saber mi consumo de datos moviles,CONSUMO_DATOS_FIJO
no puedo entrar a la sucursal virtual,KGB_LUGARPAGOMOVI
compre un celular por internet deberia a ver llegado,KGB_DESPACHO
necesito mi ultima boleta por favor,DEUDA_FIJO_MOVIL
Kiero saber el monto de mi cuenta,COPIA_BOLETA_FIJO_MOVIL
tengo problemas con cable en televisores y no se donde comunicarme para que me ayuden,KGB_RECUPERASV
Compre celular y aun no llega,KGB_DESPACHO
QUIERO VER LA POSIBILIDAD DE PAGAR LA DEUDA,KGB_QUIEROPAGAR
no puedo activar mi chip,KGB_COMPRARCHIPMOVI
consultar por mi plan hogar,KGB_SOLCAMBIPLAN
NECESITO CAMBIAR MI CLAVE Y EL NOMBRE DEL WIFI,KGB_CAMBIARCLAVESVAPPMOVI
Hola consulta hace con como un mes me porte a mosvistar Pero el internrt es super malo Que puedo hacer ya he hecho los reclamo Puedo darlo de baja o subir el plan,KGB_SOLCAMBIPLAN
mi movil no funciona,KGB_CELULARFALLANDO
Necesito un plan,VENTAS_C2C
Hola buenas tardes mira lo que pasa es que tengo un plan hace mas de 2 años y no tengo aparato quisiera ver la posibilidad de poder sacar un aparato mi numero celular 74848529,VENTAS_C2C
Quiero saber cuando me traeran mi nuevo equipo,KGB_DESPACHO
mira sabes que a principio de mes me cambie a entel y se suponia que automaticamnete se suspendia el servicio de parte de ustedes porque ENTEL hjacia lña portabilidad en forma interna con ustedes,REINICIO_PLAN
hola ayer pague mi cuenta y aun no se me activa mi plan y no se que puedo hacer no puedo llamar a ninguna operadora y no mr sale cuenta pendiente,REINICIO_PLAN
Consulta hace dos meses cerra un numero celular N° 953717781 en la oficina de calle Baquedano en Antofagasta y me llegan correos informando que aun una deuda pendiente podria aveg,DEUDA_FIJO_MOVIL
hola pagamos la cuenta a eso de las 12 del dia pero aun no reponen el servicio,REINICIO_PLAN
Necesito saber si puedo optar algun plan con equipo,VENTAS_C2C
hola pague mi cuenta temprano y aun no llega el servicio,REINICIO_PLAN
Quisiera saber si es normal que un telefono comprado en el extranjero no tome la banda 4g,KGB_CONCERBANDECELU
Mi celular no reconoce el chip que puedo hacer,KGB_COMPRARCHIPMOVI
Quiero saber en que estado esta mi pedido,DEUDA_FIJO_MOVIL
Me funciona mal el wifi hogar,KGB_FUNCWIFIMOVIL
tengo una wifi movil con router y necesito cambua la clave,KGB_RECUPERASV
Quisiera dar de baja un plan y bloquear el numero de telefono,KGB_BLOQUEARCELIUPERDIROBO
