text,intent
No puedo cambiar ni hacer nada sale que llame pero no atienden,Ninguna
Hola ingrese mis datos para que me llamen ahora,Ninguna
Tengo probemas con una linea,Ninguna
Quiero saber que pasa con mi portabilidad,Ninguna
Quiero el registro de llamadas de mi telefono fijo,Ninguna
Sabe que quiero sacar la fibra optica de mi hogar,Ninguna
Hola necesito dar de baja el wifi,Ninguna
Ultima boleta,Ninguna
desbloquear movil,Ninguna
Necesito orden de despacho,Ninguna
por favor me dice como esta mi deuda con movistar,Ninguna
ya pague a que hora reponen el servicio,Ninguna
Me dijeron que podia portarme con equipo,Ninguna
Te informamos que con fecha 2019 11 04 recibimos exitosamente el pago de tu cuenta Movistar por 20152 asociado al numero 56964769638,Ninguna
Me suspendieron la linea ilegitimamente ahun no se cumple el mes,Ninguna
Necesito dar de baja una linea de telefono,Ninguna
necesito ver la estabilidad de mi conexion de wifi,Ninguna
Hola necesito saber si mi plan tiene rumming internacional incluido,Ninguna
mira la verdad qwe ase unos 20 dias tome la desicion de ser movistar,Ninguna
se supone qwe mi boleta se emite en diciembre,Ninguna
No funciona mi internet hogar,Ninguna
Quiero saber si la sucursal de Movistar nuñoa irrarazabal esta en funcionamiento a partir de las 9 30,Ninguna
prorroga,Ninguna
no tengo señal de anoche,Ninguna
Hola quiero saber por que mi celular esta inhabilitado para usar en otra compañia,Ninguna
Hola me llego un correo de cuenta pendiente de pago pero cuando me meto al sitio de pago en linea e ingreso el numero asociado a la deuda me sale que no existe deuda alguna,Ninguna
TEngo problemas internet movil,Ninguna
Hola pedi una prorroga,Ninguna
Enviar configuracion de internet movil,Ninguna
me podras decir cuantos puntos tengo acumulados,Ninguna
quiero saber como puedo obtener una factura,Ninguna
nueva sucursal virtual,Ninguna
Hola cancele mi cuenta por internet por pagina movistar se me desconto el saldo y aun me dice que ain tengo la deuda,Ninguna
Hola me bloquearon el celular,Ninguna
Traje mi telefono del extranjero y me lo bloquearon,Ninguna
ME CORTARON MI PLAN DE CELULAR HOY,Ninguna
NO TENGO CLAVE VIRTUAL,Ninguna
ALGUN TELEFONO PARA CNTACTARME,Ninguna
NO QUIERO COMPRAR,Ninguna
HOY CORTARON MI SERVICIO DE CELULAR,Ninguna
necesito algun numero telefonico para dar de baja un producto,Ninguna
Hola me puedes decir si Movistar tiene oficina en Panguipulli,Ninguna
tengo un despacho pendietne,Ninguna
solicite una prorroga pero aun no se activa,Ninguna
ME CORTARON EL SRVICIO DEL CELULAR POR NO PAGO PERO AYER CANCELE,Ninguna
hola me he intentado contactar a varios numeros y nadie me entrega la informacion que necesito,Ninguna
no puedo revisar con el numero de solicitud que tengo,Ninguna
quiero saber en que proceso esta mi despacho,Ninguna
como la puedo activar,Ninguna
Hace 3 dias que tengo problemas con la linea de mi plan,Ninguna
No puedo navegar en mi equipo,Ninguna
Hola estoy sin internet hogar y sin telefonia fija desde el martes 26,Ninguna
Necesito saber cuanto tiempo me queda para terminar el pago de un equipo,Ninguna
De mi internet movil,Ninguna
Hola necesito saber donde hay una sucursal abierta para modificar mi plan por favor,Ninguna
necesito hablar con alguien estoy en Francia y no he tomado ningun servicio de roaming y mi telefono aparece como roaming con la empresa orange,Ninguna
lamento tener movistar uds tienen un pesimo servicio al cliente,Ninguna
Necesito solicitar una extension para el pago,Ninguna
servicio tecnico,Ninguna
Nececito una prorroga,Ninguna
Kiero ablar kn un ejecutivo km kliente de movistar debo tener el derecho de una prorroga o no,Ninguna
Hola llamo y me dice que no tengo saldo,Ninguna
area comercial,Ninguna
quiero saber en que sucursal dentro de santiago se pueden pagar cuentas impagos,Ninguna
Ayer di de baja mi servicio internet hogar y quisiera saber si ya fue dado de baja el servicio,Ninguna
hola uenso dais necesito comprar un equipo telefonico para mi casa,Ninguna
Tengo plan y no puedo llamar,Ninguna
Quiero saber porque el valor de mi boleta,Ninguna
hola buenos dias estoy trtando d cambiar la clave de mi wiffi pero no he podido,Ninguna
cuanto tiempo tengo que espera que me arreglen mi servicio,Ninguna
No funciona mi decodificador,Ninguna
No me an mamdado mi chip,Ninguna
sabes quiero reportar que la señal de internet esta baja el test me indica,Ninguna
Es un chip de un plan q contrate,Ninguna
Se pueden retirar chip de planes en sucursales,Ninguna
mi señal de internet es baja,Ninguna
Corte el servicio de movistar y me cobraron nuevamente,Ninguna
Me dice que es otro el titular,Ninguna
Hola quisiera saber mi deuda,Ninguna
hola tengo plan de internet,Ninguna
hola quiero cambiar de plan,Ninguna
y celular 996940051,Ninguna
Contrate un plan,Ninguna
Nececito saber cuando llega mi chip que contrate con plan,Ninguna
pasar a prepago el telefono,Ninguna
y no aparcere mi recarga el saldo es todavia de Cero pesos,Ninguna
cerrar cuenta,Ninguna
Compre un celular por Internet,Ninguna
queria saber,Ninguna
No se activa mi chip solo aparece llamadas de emergencia,Ninguna
Compre un celular hace un año en septiembre termine las cuotas pero ahora me volvio aparecer el cobro por el celular,Ninguna
hola buen dia he tratado de comunicarme al 600600105 en reiteradas ocasiones para reclamar respecto a mi clave e internet mi nombre es Jorge Ballart run 10534594 1 tengo el contrato para cinco deco,Ninguna
se me perdio el celular,Ninguna
Desde ayer mi linea telefonica esta muerta Solo funcionan internet y tb cable,Ninguna
Mi padre pago su servicio plan ayer y aun no reponen su servicio,Ninguna
Hola Buen dia me interesa saber el estado de un despacho,Ninguna
Estado de despacho,Ninguna
señal de mi celular,Ninguna
Buenas tardes es posible informar el estado de reparacion o cambio de mi equipo,Ninguna
Mi cuenta fue pagada y no me restauraron el servicio,Ninguna
tengo mi celular cortado por no pago Lo pague antes de las 8 am y aun no tengo el servicio activiado,Ninguna
Hola lo que pasa es que me suspendieron el plan si tengo una deuda pendiente,Ninguna
Qero cambiar el chip a micro chip pero yo no puedo ir hacer el tramite pero mi hijo si como puedo darle el poder para que el haga el tramite por mi,Ninguna
pesimo servicio,Ninguna
nO PUEDO HACER SEGUIMIENTO A,Ninguna
hola buenas tardes necesito dar de baja los servicios de banda ancha internet hogar y wifi ZTE de 4G El motivos que no cumplen con mi necesidad mi celular tiene mejor señal,Ninguna
hoy nuevamente estoy presentando problemas con mi coneccion a internet movil de mi celular,Ninguna
hoy nuevamente estoy presentando problemas con mi coneccion a internet movil de mi celular,Ninguna
hoy nuevamente estoy presentando problemas con mi coneccion a internet movil de mi celular,Ninguna
hola buenas tardes necesito dar de baja los servicios de banda ancha internet hogar y wifi ZTE de 4G El motivos que no cumplen con mi necesidad mi celular tiene mejor señal,Ninguna
problemas con el internet movil,Ninguna
Es que sabe yo llame el dia 25 para que me fueran plazo asta el dia 30 y me lo dieron pero me cortaron el plan y me dijeron que llamara si me lo cortan y no puedo llamar solo me sale que dibo ppagar e,Ninguna
hoy nuevamente estoy presentando problemas con mi coneccion a internet movil de mi celular,Ninguna
hoy nuevamente estoy presentando problemas con mi coneccion a internet movil de mi celular,Ninguna
hoy nuevamente estoy presentando problemas con mi coneccion a internet movil de mi celular,Ninguna
hola hoy nuevamente estoy presentando problemas con mi coneccion a internet movil de mi celular,Ninguna
hoy nuevamente estoy presentando problemas con mi coneccion a internet movil de mi celular,Ninguna
hoy nuevamente estoy presentando problemas con mi coneccion a internet movil de mi celular,Ninguna
hoy nuevamente estoy presentando problemas con mi coneccion a internet movil de mi celular,Ninguna
Porque mi deuda sigue aumentando si no he ocupado el plan movil,Ninguna
Hola buenas tardes sabe yo llame el dia 25 para pedir que me esperen el pago y que si podia pagar el dia 30 y me dijieron que si pero me cortaron el plan y no puedo llamar ya que me sale que tengo que,Ninguna
Buenas tardes hice el pago de mi plan a traves de la aplicacion del banco El dinero me llego como saldo mas mi renta no se desconto Practicamente perdi mi dinero,Ninguna
ultima boleta,Ninguna
necesito saber porque me llaman para cobrarme casi 6000 pesos siendo que cuando sali de movistar hace varios mese deje todo pagado y ahora me llaman para cobrarme d una deuda que no existe,Ninguna
necesito saber porque me llaman para cobrarme casi 6000 pesos siendo que cuando sali de movistar hace varios mese deje todo pagado y ahora me llaman para cobrarme d una deuda que no existe,Ninguna
necesito saber porque me llaman para cobrarme casi 6000 pesos siendo que cuando sali de movistar hace varios mese deje todo pagado y ahora me llaman para cobrarme d una deuda que no existe,Ninguna
necesito saber porque me llaman para cobrarme casi 6000 pesos siendo que cuando sali de movistar hace varios mese deje todo pagado y ahora me llaman para cobrarme d una deuda que no existe,Ninguna
buenas tardes me llego via correo electronico una facturacion por un monto aprox de 8 000 pesos me extraño ya que no cuento y jamas e contratado un sevicio de movistar,Ninguna
Hola El telefono no funciona,Ninguna
en que sucursal puedo obtener una E sim,Ninguna
mi boleta esta incorrecta,Ninguna
necesito ayuda con mi despacho,Ninguna
compre un equipo liberado y aun no llega,Ninguna
No puedo efectuar llamadas desde el telefono fijo,Ninguna
hola necesito un numero para comunicarme con servicio al cliente para preguntar sobre el consumo de mi boleta,Ninguna
Quisiera dar de baja servicio internet hogar,Ninguna
Pague mi cuenta,Ninguna
Necesito hablar con alguien y no recuerdo mi contraseña,Ninguna
Necesito una prorroga urgente,Ninguna
Prorroga,Ninguna
No cuento con los requisitos para prorroga,Ninguna
hola el iphone x reacondicionado que precio tiene,Ninguna
Estoy sin servicio telefonico,Ninguna
como puedo saber de mi boletas,Ninguna
Hola Quiero cambiar mi actual Plan Movil a un Plan Prepago manteniendo el mismo numero Como lo puedo hacer por internet,Ninguna
Mira en la mañana cancele la cuenta desde la aplicacion me salio aceptado,Ninguna
Tengo problemas con un plan que nunca he contratado,Ninguna
estoy en estos minutos con algunos problemas economicos y quisiera saber que posibilidades hay para que la rebaja que se me hizo por unos meses se mantenga por mas tiempo ya que de lo contrario,Ninguna
Quisiera saber si puedo pedir una prologa de mi plan movil,Ninguna
Quiero usar la facturacion movistar en play store,Ninguna
quiero saber el montoy a pagar con el descuento par el movil 992508471,Ninguna
lo que pasa es que quiero,Ninguna
Debo reparar pantalla de mi equipo donde lo puedo llevar soy de la comuna de la florida,Ninguna
Tengo una boleta de 44 lucas querria saber de que nro de celular es,Ninguna
Como hago para que me llegue la boleta via mail,Ninguna
Tengo un problema de mal cobro con la boleta,Ninguna
Tengo un problema con el plan resulta q mi plan dice 700 minutos todo destino mas 25 gigas y resulta q quiero llamar y no tengo saldo voy a ver facebuk y no carga las fotografias ni los videos hoy,Ninguna
MIRA QUIERO SABER DONDE PUEDO PONER UN RECLARO YA QUE TENGO WIFI FIBRA OPTICA Y SE ME REINICIA SOLO EL ROUTER,Ninguna
Quiero saber q pasa con mi plan q no puedo llamar,Ninguna
De es que no me funcionan los datos,Ninguna
como me comunico con servicio tecnico de movistar hogar porq no me llega señal de internet ya por mas de 8 hrs,Ninguna
quiero cancelar los dos servicios que tengo con mvistar,Ninguna
Me robaron un telefono que saque con plan Movistar puedo localizarlo o bloquear por IMEI,Ninguna
pague la cuenta y aun no me vuelve el servicio,Ninguna
servicio tecnico,Ninguna
compre un equipo liberado el fin de semana y no ha llegado,Ninguna
no tengo el numero de orden,Ninguna
pero si la boleta,Ninguna
Router WiFi,Ninguna
Hola necesito restablecer mi contraseña de mi Movistar,Ninguna
cuando termina mi plan,Ninguna
ayer cancele la cuenta de mis servicio movil,Ninguna
Quiero dar de baja internet,Ninguna
como accedo a mi factura por la pagina de Movistar,Ninguna
Necesito saber cuanto es mi deuda con movistar,Ninguna
necesito saber el estado de mi solicitud de eliminacion de servicio,Ninguna
necesito eliminar el servicio contratado con ustedes,Ninguna
Buenas tardes quise realizar una contratacion nueva y me dicen que tengo una deuda de 1000 pesos que ingresara en sucursal virtual para ver los detalles pero me aparece que estoy registrado,Ninguna
El correo registrado en sucursal virtual no es el mio como hago,Ninguna
Me dicen que ingrese a movistar cl y al consultar para saber si vendran revisar el enternet dice que se cancelo la visita,Ninguna
Quiero que me llamen pero no tengo clave,Ninguna
necesito que la boleta de pago llegue a uns direccion como lo puedo realizar,Ninguna
problema sucursal virtual,Ninguna
Necesito una prorroga para el numero 994022169,Ninguna
quiero saber por que mi celular fue bloqueado por IMEI,Ninguna
servicio tecnico,Ninguna
Hola Se me rompio el enchufe del modem de Internet,Ninguna
contrate servicio de internet y aun no llega nadie al domicilio,Ninguna
Entrega equipo,Ninguna
hola necesito formular un reclaml,Ninguna
Visita tecnica,Ninguna
O cambiarlo de titular,Ninguna
Necesito que me den el servicio,Ninguna
No me han dado mi servicio,Ninguna
Pedi una prorroga y esta blokiado mi sevicio,Ninguna
podrias por favor informarme donde puedo radicar de manera fisica una correpondencia para movistar aqui en santa marta,Ninguna
Hola qiero dar de baja el servicio qe contrataba a mo ister x fa,Ninguna
Hola Buenas Tardes Mira Lo Que Pasa Es Que Queria Dar De Baja El Servicio De Internet Hogar Ya Que Iba Hacer El Traslado Pero Para Donde Me Pasare No Hay Señal Entonces Ese Es El Motivo De Cancelacion,Ninguna
Mira Yo Nunca Descargue La Sucursal Virtual Otro Modo Para Yo Poder cancelar el Servicio,Ninguna
que me llmen al telefono,Ninguna
necesito mi ultima boleta,Ninguna
activar roaming,Ninguna
como activo el roaming que tengo contratado,Ninguna
Hola quiero formatear mi router,Ninguna
Mi deuda,Ninguna
Hola una consulta los planes que incluyen minutos libres esos minutos son solo para llamadas a celular,Ninguna
Desde hace 2 meses que estoy sin linea telefonica Necesita urgente que revisen que pasa,Ninguna
Quiero por favor que revisen mi internet y cable puesto que la television se queda pegada a cada rato,Ninguna
Hola deseo saber que equipo tengo asociado a mi numero para bloquearlo,Ninguna
quiero saber cual es el equipo que tengo asociado a mi minero para bloquearlo,Ninguna
quisiera saber si cambiaron las condiciones de mi plan pues ahora no dispongo de 30 GB adicionales que tenia,Ninguna
